en,vi
Because in the statistics of your past experience it would have been useful to do so . So you do so again .,Vì trong thống kê của kinh nghiệm trc đây của bạn nó cần phải ở đó . Vậy bạn lặp lại như thế .
"We have to go a little beyond that . Now let me explain why vibrational theory has some sort of interest in it . These molecules , as you saw in the beginning , the building blocks had springs connecting them to each other .","Chúng ta phải vượt xa hơn thế một chút . Giờ tôi sẽ giải thích tại sao giả thuyết độ rung lại liên quan đến nó . Các phân tử này như bạn đã thấy vừa nãy , các viên gạch xây có mạch vữa liên kết chúng với nhau ."
"So these are real visible projects that hopefully the students can point to and say , &quot; I built that , and I &apos;m proud of it . &quot;","Những dự án này rất dễ được nhận thấy rõ ràng và rất mong rằng những học sinh có thể chỉ và nói , &quot; Tôi đã xây dựng nó , và tôi rất tự hào . &quot;"
I &apos;m not sure exactly how much .,Tôi không chắc chắn chính xác nhiều như thế nào .
"But , if I had something like a TED wish , it would be to actually get it built , to start building this habitable wall , this very , very long , but very narrow city in the desert , built into the dunescape itself .","Nhưng , nếu tôi có 1 thứ đó như là điều ước của TED , tôi sẽ mong cho dự án này thành công , để bắt đầu xây dựng nên bức tường cát này nó rất dài , nhưng những thành phố nhỏ bên trong , được xây dựng góp phần vào cảnh quan sa mạc ở đây ."
And then from underground to underwater .,Và từ lòng đất cho tới đáy biển .
I spoke with Aung Sun Suu Kyi a couple of days ago .,Tôi đã nói chuyện với Aung Sun Suu Kyi vài ngày trước đây .
"It worked so well , in fact , one guy even used it to download an episode of &quot; How I Met Your Mother . &quot;",Nó chạy tốt . Tốt đến nỗi có kẻ thậm chí đã dùng nó để tải về cả tập phim &quot; How I Met Your Mother &quot; .
"A key thing is that the major violence genes , it &apos;s called the MAO-A gene .","Một điều quan trọng là tác động của các gen bạo lực , như là gen MAO-A ."
And we then call that schizophrenia .,Khi đó ta gọi nó là bệnh hoang tưởng .
"And if she faces an unexpected issue , the same handheld device will allow her to communicate with colleagues at the service center , let them see what she sees , transmit data that they can run through diagnostics , and they can stream videos that will guide her , step by step , through whatever complex procedure is needed to get the machines back up and running .","Và nếu cô ấy gặp phải một vấn đề bất ngờ , thiết bị cầm tay đó sẽ cho phép cô liên hệ với đồng nghiệp tại trung tâm sửa chữa và cho họ thấy những gì cô nhìn thấy , truyền tải dữ liệu và chẩn đoán , và họ có thể đưa ra video hướng dẫn cho cô , từng bước một , qua bất kỳ công đoạn phức tạp nào là cần thiết để có được những chiếc máy dự phòng và hoạt động ."
"But the thing that struck me about all of these different projects is that they really had to be built from scratch , down to the level of the electronics and the printed circuit boards and all the mechanisms all the way up to the software .","Nhưng thứ gây ấn tượng với tôi trong các dự án này là chúng thực sự được xây dựng từ con số 0 , từ mức độ của thiết bị điện tử các bản mạch in cùng tất cả các cơ chế làm nên phầm mềm ."
One MRI scan costs 10 times what a digital mammogram costs .,Một lần chụp MRI đắt hơn một lần chụp X-quang tuyến vú kỹ thuật số 10 lần .
"You &apos;ll notice that in 1891 , over on the left , we were at about 5,000 dollars .","Ta thấy rằng trong năm 1891 , bên tay trái , ta ở mức 5 ngàn đô la ."
"And what they have to do is they have to assemble the entire balloon -- the fabric , parachute and everything -- on the ice and then fill it up with helium .","Điều mà họ phải làm là ráp lại cả khí cầu -- sợi vải , sợi dù và tất cả -- trên băng và thổi khí helium vào ."
"Even when a Canadian cheats the system , they do it in a way that benefits society .",Ngay khi một người Canada gian dối một hệ thống họ làm theo cách có ích cho xã hội .
"But actually , just the opposite is happening .","Nhưng thực sự , điều trái ngược đang xảy ra ."
"And the 10-year-old , on every eight notes .","và đứa 10 tuổi , lên đến 8 nốt ."
"So , I was able to launch a three-year project with Caritas Germany , and we trained 30 Afghan women and men , and we opened 15 counseling centers in Kabul .","Nhờ vậy chúng tôi đã có thể thực hiện dự án 3 năm với Caritas , và đào tạo 30 phụ nữ và đàn ông Afghanistan , và mở 15 trung tâm tư vấn ở Kabul ."
What happened ?,Điều gì đã xảy ra ?
"Nelson Mandela said , in the mid-2000s , not too far from here , he said that like slavery and Apartheid , &quot; Poverty is not natural .","Nelson Maldela từng nói giữa những năm 2000 , không xa lắm , rằng cũng giống chế độ nô lệ và Apartheid , &quot; Nghèo đói không tự sinh ra ."
"So when the average American consumes 43 times as much as the average African , we &apos;ve got to think that consumption is an issue .","Vì thế khi người Mỹ trung bình tiêu thụ gấp 43 lần những người châu Phi , chúng ta nghĩ rằng sự tiêu dùng là một vấn đề ."
"And so we were very happy , thus far .","Vì thế chúng tôi đã rất vui mừng , chỉ đến khi đó ."
"And he has a history of these trucks , and he &apos;s moved these bees up and down the coast .","Anh ấy dùng những xe tải này , đưa những chú ong xuôi ngược vùng bờ biển"
"Pune has 5,000 building sites .",Pune có 5000 công trường xây dựng nhà ở
"So using the app , as you make your way towards the grounds surrounding the Washington Monument , you hear the sounds of instruments warming up , which then gives way to the sound of a mellotron spelling out a very simple melody .","Như vậy , sử dụng ứng dụng , như thể bạn đang hướng tới mặt đất , bao quang tượng đài Washington , bạn nghe thấy âm thanh của nhạc cụ ngân lên , sau đó nhường chỗ cho âm thanh của một mellotron cất lên một giai điệu rất đơn giản ."
"But we have this combination of an area that &apos;s thought to be involved in self-monitoring , turning off , and this area that &apos;s thought to be autobiographical , or self-expressive , turning on .","nhưng chúng ta có sự kết hợp này của một khu vực đó là được cho là liên quan đến tự giám sát , tắt , và khu vực này đó là được cho là tự truyện , hoặc tự ý , quay về ."
We grew up with digital technology and so we see it as all grown up .,Chúng ta lớn lên với công nghệ số và chúng ta thấy nó khi lớn lên .
I like this for a couple of reasons .,Có nhiều lý do tôi thích lý luận này .
The first Thursday of the month -- just the afternoon -- nobody in the office can talk to each other .,Ngày thứ Năm đầu tiên của tháng - chỉ buổi chiều không ai trong văn phòng được phép nói chuyện với nhau .
I mean that they were able to start expressing themselves and to start expressing their ideas .,Ý tôi muốn nói ở đây là chúng có thể chia sẻ ý nghĩ và cũng bắt đầu chia sẻ ý tưởng .
